region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
"Russia, C. Asia, SE Europe",2003,6,1558,1679,3046.452,7350.814,14.90902
"Russia, C. Asia, SE Europe",2003,7,1794,1679,3046.452,7350.814,14.90902
"Russia, C. Asia, SE Europe",2003,8,2106,1679,3046.452,7350.814,14.90902
"Russia, C. Asia, SE Europe",2003,9,2566,1679,3046.452,7350.814,14.90902
"Russia, C. Asia, SE Europe",2003,10,3833,1679,3046.452,7350.814,14.90902
Sub-Saharan Africa,1992,1,138,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,2,239,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,3,326,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,4,422,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,5,530,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,6,665,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,7,837,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,8,1091,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,9,1555,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1992,10,5329,1113,844.002,1338.895,25.84644
Sub-Saharan Africa,1997,1,292,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,2,406,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,3,518,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,4,635,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,5,761,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,6,907,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,7,1091,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,8,1343,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,9,1783,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,1997,10,3954,1169,888.9336,1303.462,29.69641
Sub-Saharan Africa,2007,1,112,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,2,167,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,3,209,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,4,245,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,5,279,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,6,321,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,7,367,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,8,431,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,9,520,344,1008.467,1455.31,38.45542
Sub-Saharan Africa,2007,10,791,344,1008.467,1455.31,38.45542
"Russia, C. Asia, SE Europe",1993,1,147,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,2,373,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,3,607,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,4,856,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,5,1132,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,6,1461,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,7,1872,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,8,2456,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,9,3478,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1993,10,8345,2073,1274.197,1645.809,4.5167
"Russia, C. Asia, SE Europe",1998,1,238,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,2,321,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,3,401,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,4,483,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,5,568,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,6,666,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,7,785,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,8,948,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,9,1220,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",1998,10,2179,781,941.7217,1416.073,4.769
"Russia, C. Asia, SE Europe",2004,1,372,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,2,476,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,3,580,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,4,687,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,5,805,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,6,939,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,7,1106,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,8,1335,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,9,1720,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2004,10,3006,1103,1197.055,1743.927,5.0433
"Russia, C. Asia, SE Europe",2008,1,409,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,2,620,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,3,810,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,4,992,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,5,1180,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,6,1388,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,7,1637,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,8,1969,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,9,2523,1610,1716.68,2026.926,5.3187
"Russia, C. Asia, SE Europe",2008,10,4573,1610,1716.68,2026.926,5.3187
Other Asia,1994,1,249,678,585.6285,783.3454,10.53924
Other Asia,1994,2,296,678,585.6285,783.3454,10.53924
Other Asia,1994,3,346,678,585.6285,783.3454,10.53924
Other Asia,1994,4,398,678,585.6285,783.3454,10.53924
Other Asia,1994,5,456,678,585.6285,783.3454,10.53924
Other Asia,1994,6,524,678,585.6285,783.3454,10.53924
Other Asia,1994,7,609,678,585.6285,783.3454,10.53924
Other Asia,1994,8,730,678,585.6285,783.3454,10.53924
Other Asia,1994,9,939,678,585.6285,783.3454,10.53924
Other Asia,1994,10,2238,678,585.6285,783.3454,10.53924
Other Asia,1997,1,172,586,630.1472,859.5623,11.98613
Other Asia,1997,2,234,586,630.1472,859.5623,11.98613
Other Asia,1997,3,277,586,630.1472,859.5623,11.98613
Other Asia,1997,4,319,586,630.1472,859.5623,11.98613
Other Asia,1997,5,367,586,630.1472,859.5623,11.98613
Other Asia,1997,6,430,586,630.1472,859.5623,11.98613
Other Asia,1997,7,511,586,630.1472,859.5623,11.98613
Other Asia,1997,8,627,586,630.1472,859.5623,11.98613
Other Asia,1997,9,844,586,630.1472,859.5623,11.98613
Other Asia,1997,10,2082,586,630.1472,859.5623,11.98613
Other Asia,2004,1,247,805,926.5114,1348.086,13.02417
Other Asia,2004,2,307,805,926.5114,1348.086,13.02417
Other Asia,2004,3,369,805,926.5114,1348.086,13.02417
Other Asia,2004,4,437,805,926.5114,1348.086,13.02417
Other Asia,2004,5,513,805,926.5114,1348.086,13.02417
Other Asia,2004,6,603,805,926.5114,1348.086,13.02417
Other Asia,2004,7,717,805,926.5114,1348.086,13.02417
Other Asia,2004,8,880,805,926.5114,1348.086,13.02417
Other Asia,2004,9,1167,805,926.5114,1348.086,13.02417
Other Asia,2004,10,2806,805,926.5114,1348.086,13.02417
Other Asia,2008,1,313,937,1242.541,1898.139,13.82264
Other Asia,2008,2,394,937,1242.541,1898.139,13.82264
Other Asia,2008,3,474,937,1242.541,1898.139,13.82264
Other Asia,2008,4,557,937,1242.541,1898.139,13.82264
Other Asia,2008,5,647,937,1242.541,1898.139,13.82264
Other Asia,2008,6,750,937,1242.541,1898.139,13.82264
Other Asia,2008,7,878,937,1242.541,1898.139,13.82264
Other Asia,2008,8,1056,937,1242.541,1898.139,13.82264
Other Asia,2008,9,1365,937,1242.541,1898.139,13.82264
Other Asia,2008,10,2939,937,1242.541,1898.139,13.82264
Mature economies,1988,1,1977,7028,5194.2,9977.137,41.975
Mature economies,1988,2,3222,7028,5194.2,9977.137,41.975
Mature economies,1988,3,3975,7028,5194.2,9977.137,41.975
Mature economies,1988,4,4672,7028,5194.2,9977.137,41.975
Mature economies,1988,5,5347,7028,5194.2,9977.137,41.975
Mature economies,1988,6,6100,7028,5194.2,9977.137,41.975
Mature economies,1988,7,7043,7028,5194.2,9977.137,41.975
Mature economies,1988,8,8302,7028,5194.2,9977.137,41.975
Mature economies,1988,9,10216,7028,5194.2,9977.137,41.975
Mature economies,1988,10,19432,7028,5194.2,9977.137,41.975
Mature economies,1993,1,2699,9814,7266.156,13615.12,44.056
Mature economies,1993,2,4632,9814,7266.156,13615.12,44.056
Mature economies,1993,3,5839,9814,7266.156,13615.12,44.056
Mature economies,1993,4,6870,9814,7266.156,13615.12,44.056
Mature economies,1993,5,7930,9814,7266.156,13615.12,44.056
Mature economies,1993,6,9097,9814,7266.156,13615.12,44.056
Mature economies,1993,7,10373,9814,7266.156,13615.12,44.056
Mature economies,1993,8,12140,9814,7266.156,13615.12,44.056
Mature economies,1993,9,14760,9814,7266.156,13615.12,44.056
Mature economies,1993,10,23799,9814,7266.156,13615.12,44.056
Mature economies,1999,1,2701,9359,8707.528,17410.07,46.287
Mature economies,1999,2,4697,9359,8707.528,17410.07,46.287
Mature economies,1999,3,5829,9359,8707.528,17410.07,46.287
Mature economies,1999,4,6863,9359,8707.528,17410.07,46.287
Mature economies,1999,5,7873,9359,8707.528,17410.07,46.287
Mature economies,1999,6,8930,9359,8707.528,17410.07,46.287
Mature economies,1999,7,10077,9359,8707.528,17410.07,46.287
Mature economies,1999,8,11568,9359,8707.528,17410.07,46.287
Mature economies,1999,9,14037,9359,8707.528,17410.07,46.287
Mature economies,1999,10,21013,9359,8707.528,17410.07,46.287
Mature economies,2003,1,2344,11132,10535.59,21070.53,47.859
Mature economies,2003,2,4957,11132,10535.59,21070.53,47.859
Mature economies,2003,3,6409,11132,10535.59,21070.53,47.859
Mature economies,2003,4,7652,11132,10535.59,21070.53,47.859
Mature economies,2003,5,8863,11132,10535.59,21070.53,47.859
Mature economies,2003,6,10198,11132,10535.59,21070.53,47.859
Mature economies,2003,7,11779,11132,10535.59,21070.53,47.859
Mature economies,2003,8,13893,11132,10535.59,21070.53,47.859
Mature economies,2003,9,17073,11132,10535.59,21070.53,47.859
Mature economies,2003,10,28153,11132,10535.59,21070.53,47.859
Mature economies,2008,1,2433,12399,11746.18,25338.65,48.949
Mature economies,2008,2,5213,12399,11746.18,25338.65,48.949
Mature economies,2008,3,6837,12399,11746.18,25338.65,48.949
Mature economies,2008,4,8316,12399,11746.18,25338.65,48.949
Mature economies,2008,5,9733,12399,11746.18,25338.65,48.949
Mature economies,2008,6,11244,12399,11746.18,25338.65,48.949
Mature economies,2008,7,13060,12399,11746.18,25338.65,48.949
Mature economies,2008,8,15507,12399,11746.18,25338.65,48.949
Mature economies,2008,9,19352,12399,11746.18,25338.65,48.949
Mature economies,2008,10,32295,12399,11746.18,25338.65,48.949
Other Asia,2002,1,232,613,966.8489,1468.583,5.582028
Other Asia,2002,2,294,613,966.8489,1468.583,5.582028
Other Asia,2002,3,349,613,966.8489,1468.583,5.582028
Other Asia,2002,4,405,613,966.8489,1468.583,5.582028
Other Asia,2002,5,462,613,966.8489,1468.583,5.582028
Other Asia,2002,6,527,613,966.8489,1468.583,5.582028
Other Asia,2002,7,604,613,966.8489,1468.583,5.582028
Other Asia,2002,8,708,613,966.8489,1468.583,5.582028
Other Asia,2002,9,885,613,966.8489,1468.583,5.582028
Other Asia,2002,10,1665,613,966.8489,1468.583,5.582028
Other Asia,2008,1,252,755,1151.496,2041.053,6.022001
Other Asia,2008,2,325,755,1151.496,2041.053,6.022001
Other Asia,2008,3,393,755,1151.496,2041.053,6.022001
Other Asia,2008,4,462,755,1151.496,2041.053,6.022001
Other Asia,2008,5,536,755,1151.496,2041.053,6.022001
Other Asia,2008,6,618,755,1151.496,2041.053,6.022001
Other Asia,2008,7,720,755,1151.496,2041.053,6.022001
Other Asia,2008,8,858,755,1151.496,2041.053,6.022001
Other Asia,2008,9,1096,755,1151.496,2041.053,6.022001
Other Asia,2008,10,2290,755,1151.496,2041.053,6.022001
Sub-Saharan Africa,2007,1,77,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,2,133,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,3,168,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,4,201,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,5,236,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,6,274,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,7,321,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,8,383,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,9,484,326,511.4747,401.9072,3.65846
Sub-Saharan Africa,2007,10,980,326,511.4747,401.9072,3.65846
L. America & Carib.,1995,1,238,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,2,381,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,3,516,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,4,652,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,5,795,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,6,957,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,7,1153,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,8,1421,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,9,1877,1183,4662.966,7970.636,0.139908
L. America & Carib.,1995,10,3843,1183,4662.966,7970.636,0.139908
Other Asia,1990,1,343,916,1183.999,2029.215,16.599
Other Asia,1990,2,455,916,1183.999,2029.215,16.599
Other Asia,1990,3,533,916,1183.999,2029.215,16.599
Other Asia,1990,4,609,916,1183.999,2029.215,16.599
Other Asia,1990,5,691,916,1183.999,2029.215,16.599
Other Asia,1990,6,783,916,1183.999,2029.215,16.599
Other Asia,1990,7,895,916,1183.999,2029.215,16.599
Other Asia,1990,8,1047,916,1183.999,2029.215,16.599
Other Asia,1990,9,1293,916,1183.999,2029.215,16.599
Other Asia,1990,10,2507,916,1183.999,2029.215,16.599
Other Asia,1995,1,355,996,1503.089,2475.967,17.646
Other Asia,1995,2,442,996,1503.089,2475.967,17.646
Other Asia,1995,3,530,996,1503.089,2475.967,17.646
Other Asia,1995,4,617,996,1503.089,2475.967,17.646
Other Asia,1995,5,713,996,1503.089,2475.967,17.646
Other Asia,1995,6,823,996,1503.089,2475.967,17.646
Other Asia,1995,7,958,996,1503.089,2475.967,17.646
Other Asia,1995,8,1146,996,1503.089,2475.967,17.646
Other Asia,1995,9,1468,996,1503.089,2475.967,17.646
Other Asia,1995,10,2905,996,1503.089,2475.967,17.646
Other Asia,1999,1,316,897,1733.993,2842.12,18.784
Other Asia,1999,2,451,897,1733.993,2842.12,18.784
Other Asia,1999,3,535,897,1733.993,2842.12,18.784
Other Asia,1999,4,610,897,1733.993,2842.12,18.784
Other Asia,1999,5,686,897,1733.993,2842.12,18.784
Other Asia,1999,6,773,897,1733.993,2842.12,18.784
Other Asia,1999,7,872,897,1733.993,2842.12,18.784
Other Asia,1999,8,1022,897,1733.993,2842.12,18.784
Other Asia,1999,9,1284,897,1733.993,2842.12,18.784
Other Asia,1999,10,2415,897,1733.993,2842.12,18.784
Other Asia,2002,1,357,1201,1965.65,3105.688,19.173
Other Asia,2002,2,456,1201,1965.65,3105.688,19.173
Other Asia,2002,3,558,1201,1965.65,3105.688,19.173
Other Asia,2002,4,666,1201,1965.65,3105.688,19.173
Other Asia,2002,5,785,1201,1965.65,3105.688,19.173
Other Asia,2002,6,923,1201,1965.65,3105.688,19.173
Other Asia,2002,7,1100,1201,1965.65,3105.688,19.173
Other Asia,2002,8,1345,1201,1965.65,3105.688,19.173
Other Asia,2002,9,1776,1201,1965.65,3105.688,19.173
Other Asia,2002,10,4040,1201,1965.65,3105.688,19.173
Other Asia,2006,1,436,1428,2268.431,3781.232,20.217
Other Asia,2006,2,556,1428,2268.431,3781.232,20.217
Other Asia,2006,3,676,1428,2268.431,3781.232,20.217
Other Asia,2006,4,803,1428,2268.431,3781.232,20.217
Other Asia,2006,5,946,1428,2268.431,3781.232,20.217
Other Asia,2006,6,1111,1428,2268.431,3781.232,20.217
Other Asia,2006,7,1318,1428,2268.431,3781.232,20.217
Other Asia,2006,8,1613,1428,2268.431,3781.232,20.217
Other Asia,2006,9,2121,1428,2268.431,3781.232,20.217
Other Asia,2006,10,4705,1428,2268.431,3781.232,20.217
Sub-Saharan Africa,1986,1,99,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,2,174,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,3,257,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,4,352,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,5,465,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,6,605,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,7,791,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,8,1064,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,9,1562,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1986,10,4145,951,773.491,837.0825,1.5799
Sub-Saharan Africa,1993,1,76,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,2,120,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,3,173,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,4,239,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,5,324,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,6,438,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,7,602,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,8,858,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,9,1351,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,1993,10,3301,748,706.6865,958.9713,1.729896
Sub-Saharan Africa,2002,1,86,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,2,172,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,3,263,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,4,363,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,5,476,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,6,611,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,7,785,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,8,1034,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,9,1472,869,870.1825,1131.853,2.028976
Sub-Saharan Africa,2002,10,3422,869,870.1825,1131.853,2.028976
Mature economies,1993,1,470,1498,5092.127,7809.437,3.682613
Mature economies,1993,2,725,1498,5092.127,7809.437,3.682613
Mature economies,1993,3,870,1498,5092.127,7809.437,3.682613
Mature economies,1993,4,1005,1498,5092.127,7809.437,3.682613
Mature economies,1993,5,1141,1498,5092.127,7809.437,3.682613
Mature economies,1993,6,1294,1498,5092.127,7809.437,3.682613
Mature economies,1993,7,1477,1498,5092.127,7809.437,3.682613
Mature economies,1993,8,1720,1498,5092.127,7809.437,3.682613
Mature economies,1993,9,2120,1498,5092.127,7809.437,3.682613
Mature economies,1993,10,4157,1498,5092.127,7809.437,3.682613
Mature economies,2005,1,709,3549,8273.53,14197.22,3.454205
Mature economies,2005,2,1383,3549,8273.53,14197.22,3.454205
Mature economies,2005,3,1879,3549,8273.53,14197.22,3.454205
Mature economies,2005,4,2340,3549,8273.53,14197.22,3.454205
Mature economies,2005,5,2730,3549,8273.53,14197.22,3.454205
Mature economies,2005,6,3084,3549,8273.53,14197.22,3.454205
Mature economies,2005,7,3581,3549,8273.53,14197.22,3.454205
Mature economies,2005,8,4290,3549,8273.53,14197.22,3.454205
Mature economies,2005,9,5601,3549,8273.53,14197.22,3.454205
Mature economies,2005,10,9891,3549,8273.53,14197.22,3.454205
Mature economies,2008,1,1480,5584,11043.06,17599.5,3.358115
Mature economies,2008,2,2518,5584,11043.06,17599.5,3.358115
Mature economies,2008,3,3253,5584,11043.06,17599.5,3.358115
Mature economies,2008,4,3832,5584,11043.06,17599.5,3.358115
Mature economies,2008,5,4311,5584,11043.06,17599.5,3.358115
Mature economies,2008,6,4968,5584,11043.06,17599.5,3.358115
Mature economies,2008,7,5771,5584,11043.06,17599.5,3.358115
Mature economies,2008,8,6730,5584,11043.06,17599.5,3.358115
Mature economies,2008,9,8340,5584,11043.06,17599.5,3.358115
Mature economies,2008,10,14504,5584,11043.06,17599.5,3.358115
Mature economies,1994,1,7364,18156,20261.19,48410.73,0.397475
Mature economies,1994,2,9713,18156,20261.19,48410.73,0.397475
Mature economies,1994,3,11543,18156,20261.19,48410.73,0.397475
Mature economies,1994,4,13431,18156,20261.19,48410.73,0.397475
Mature economies,1994,5,15303,18156,20261.19,48410.73,0.397475
Mature economies,1994,6,16960,18156,20261.19,48410.73,0.397475
Mature economies,1994,7,19108,18156,20261.19,48410.73,0.397475
Mature economies,1994,8,21776,18156,20261.19,48410.73,0.397475
Mature economies,1994,9,26648,18156,20261.19,48410.73,0.397475
Mature economies,1994,10,39718,18156,20261.19,48410.73,0.397475
Mature economies,1998,1,6431,19902,22146.55,53353.75,0.4247
Mature economies,1998,2,9565,19902,22146.55,53353.75,0.4247
Mature economies,1998,3,11770,19902,22146.55,53353.75,0.4247
Mature economies,1998,4,13700,19902,22146.55,53353.75,0.4247
Mature economies,1998,5,15683,19902,22146.55,53353.75,0.4247
Mature economies,1998,6,17989,19902,22146.55,53353.75,0.4247
Mature economies,1998,7,20633,19902,22146.55,53353.75,0.4247
Mature economies,1998,8,24194,19902,22146.55,53353.75,0.4247
Mature economies,1998,9,29848,19902,22146.55,53353.75,0.4247
Mature economies,1998,10,49207,19902,22146.55,53353.75,0.4247
Mature economies,2004,1,7484,23329,23603.14,65800.18,0.45163
Mature economies,2004,2,11461,23329,23603.14,65800.18,0.45163
Mature economies,2004,3,14091,23329,23603.14,65800.18,0.45163
Mature economies,2004,4,16357,23329,23603.14,65800.18,0.45163
Mature economies,2004,5,18546,23329,23603.14,65800.18,0.45163
Mature economies,2004,6,20928,23329,23603.14,65800.18,0.45163
Mature economies,2004,7,23823,23329,23603.14,65800.18,0.45163
Mature economies,2004,8,28460,23329,23603.14,65800.18,0.45163
Mature economies,2004,9,34996,23329,23603.14,65800.18,0.45163
Mature economies,2004,10,57140,23329,23603.14,65800.18,0.45163
Mature economies,2008,1,7720,21592,25024.01,73349.64,0.48865
Mature economies,2008,2,11148,21592,25024.01,73349.64,0.48865
Mature economies,2008,3,13365,21592,25024.01,73349.64,0.48865
Mature economies,2008,4,15431,21592,25024.01,73349.64,0.48865
Mature economies,2008,5,17648,21592,25024.01,73349.64,0.48865
Mature economies,2008,6,19948,21592,25024.01,73349.64,0.48865
Mature economies,2008,7,22173,21592,25024.01,73349.64,0.48865
Mature economies,2008,8,25935,21592,25024.01,73349.64,0.48865
Mature economies,2008,9,31031,21592,25024.01,73349.64,0.48865
Mature economies,2008,10,51521,21592,25024.01,73349.64,0.48865
Mature economies,1988,1,3265,7321,7573.604,10428.27,2.653434
Mature economies,1988,2,4378,7321,7573.604,10428.27,2.653434
Mature economies,1988,3,5117,7321,7573.604,10428.27,2.653434
Mature economies,1988,4,5806,7321,7573.604,10428.27,2.653434
Mature economies,1988,5,6486,7321,7573.604,10428.27,2.653434
Mature economies,1988,6,7211,7321,7573.604,10428.27,2.653434
Mature economies,1988,7,8017,7321,7573.604,10428.27,2.653434
Mature economies,1988,8,8968,7321,7573.604,10428.27,2.653434
Mature economies,1988,9,10250,7321,7573.604,10428.27,2.653434
Mature economies,1988,10,13712,7321,7573.604,10428.27,2.653434
Mature economies,1993,1,1001,2356,3162.435,5920.797,2.56329
Mature economies,1993,2,1260,2356,3162.435,5920.797,2.56329
Mature economies,1993,3,1491,2356,3162.435,5920.797,2.56329
Mature economies,1993,4,1710,2356,3162.435,5920.797,2.56329
Mature economies,1993,5,1936,2356,3162.435,5920.797,2.56329
Mature economies,1993,6,2181,2356,3162.435,5920.797,2.56329
Mature economies,1993,7,2471,2356,3162.435,5920.797,2.56329
Mature economies,1993,8,2848,2356,3162.435,5920.797,2.56329
Mature economies,1993,9,3460,2356,3162.435,5920.797,2.56329
Mature economies,1993,10,5196,2356,3162.435,5920.797,2.56329
Mature economies,1997,1,717,2767,3955.445,7096.867,2.410019
Mature economies,1997,2,1394,2767,3955.445,7096.867,2.410019
Mature economies,1997,3,1713,2767,3955.445,7096.867,2.410019
Mature economies,1997,4,1984,2767,3955.445,7096.867,2.410019
Mature economies,1997,5,2249,2767,3955.445,7096.867,2.410019
Mature economies,1997,6,2526,2767,3955.445,7096.867,2.410019
Mature economies,1997,7,2852,2767,3955.445,7096.867,2.410019
Mature economies,1997,8,3270,2767,3955.445,7096.867,2.410019
Mature economies,1997,9,3940,2767,3955.445,7096.867,2.410019
Mature economies,1997,10,7022,2767,3955.445,7096.867,2.410019
Mature economies,2002,1,1003,3722,5318.281,9955.801,2.325342
Mature economies,2002,2,1583,3722,5318.281,9955.801,2.325342
Mature economies,2002,3,2002,3722,5318.281,9955.801,2.325342
Mature economies,2002,4,2357,3722,5318.281,9955.801,2.325342
Mature economies,2002,5,2764,3722,5318.281,9955.801,2.325342
Mature economies,2002,6,3208,3722,5318.281,9955.801,2.325342
Mature economies,2002,7,3757,3722,5318.281,9955.801,2.325342
Mature economies,2002,8,4457,3722,5318.281,9955.801,2.325342
Mature economies,2002,9,5605,3722,5318.281,9955.801,2.325342
Mature economies,2002,10,10479,3722,5318.281,9955.801,2.325342
Mature economies,2008,1,1364,5684,9571.235,15646.97,2.266094
Mature economies,2008,2,2310,5684,9571.235,15646.97,2.266094
Mature economies,2008,3,2980,5684,9571.235,15646.97,2.266094
Mature economies,2008,4,3575,5684,9571.235,15646.97,2.266094
Mature economies,2008,5,4302,5684,9571.235,15646.97,2.266094
Mature economies,2008,6,5017,5684,9571.235,15646.97,2.266094
Mature economies,2008,7,5935,5684,9571.235,15646.97,2.266094
Mature economies,2008,8,6911,5684,9571.235,15646.97,2.266094
Mature economies,2008,9,8778,5684,9571.235,15646.97,2.266094
Mature economies,2008,10,15669,5684,9571.235,15646.97,2.266094
M. East & N. Africa,1991,1,510,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,2,719,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,3,883,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,4,1050,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,5,1256,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,6,1514,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,7,1818,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,8,2258,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,9,3093,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1991,10,5470,1857,1619.467,2819.802,26.10777
M. East & N. Africa,1998,1,430,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,2,587,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,3,741,1557,1589.092,2928.327,28.08268
M. East & N. Africa,1998,4,897,1557,1589.092,2928.327,28.08268
