region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
L. America & Carib.,1998,7,1842,2297,3363.584,4787.555,0.2385
L. America & Carib.,1998,8,2494,2297,3363.584,4787.555,0.2385
L. America & Carib.,1998,9,3686,2297,3363.584,4787.555,0.2385
L. America & Carib.,1998,10,9964,2297,3363.584,4787.555,0.2385
L. America & Carib.,1990,1,461,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,2,656,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,3,853,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,4,1068,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,5,1305,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,6,1585,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,7,1937,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,8,2430,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,9,3279,1989,1888.57,3074.127,6.36347
L. America & Carib.,1990,10,6312,1989,1888.57,3074.127,6.36347
L. America & Carib.,1993,1,302,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,2,606,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,3,950,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,4,879,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,5,1388,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,6,1442,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,7,1968,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,8,2601,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,9,3765,2435,1947.579,3199.234,7.138204
L. America & Carib.,1993,10,10453,2435,1947.579,3199.234,7.138204
L. America & Carib.,1997,1,121,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,2,390,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,3,687,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,4,939,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,5,1254,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,6,1600,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,7,2049,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,8,2790,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,9,4170,2564,2055.116,3511.608,7.971237
L. America & Carib.,1997,10,11645,2564,2055.116,3511.608,7.971237
L. America & Carib.,2002,1,62,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,2,269,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,3,526,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,4,790,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,5,1046,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,6,1352,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,7,1766,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,8,2367,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,9,3474,2202,2121.047,3571.294,8.815911
L. America & Carib.,2002,10,10365,2202,2121.047,3571.294,8.815911
L. America & Carib.,2008,1,116,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,2,432,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,3,743,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,4,1006,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,5,1348,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,6,1715,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,7,2196,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,8,2909,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,9,4123,2572,2362.293,4172.334,9.618466
L. America & Carib.,2008,10,11131,2572,2362.293,4172.334,9.618466
L. America & Carib.,1988,1,196,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,2,460,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,3,691,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,4,945,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,5,1261,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,6,1713,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,7,2194,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,8,3137,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,9,5012,3069,3701.521,7519.343,144.4704
L. America & Carib.,1988,10,15081,3069,3701.521,7519.343,144.4704
L. America & Carib.,1993,1,143,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,2,414,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,3,653,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,4,852,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,5,1146,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,6,1502,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,7,1966,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,8,2696,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,9,4309,2654,3706.935,7232.882,156.9858
L. America & Carib.,1993,10,12854,2654,3706.935,7232.882,156.9858
L. America & Carib.,1998,1,204,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,2,590,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,3,853,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,4,1224,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,5,1578,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,6,2044,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,7,2722,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,8,3796,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,9,5950,3643,4233.568,7787.395,169.4097
L. America & Carib.,1998,10,17473,3643,4233.568,7787.395,169.4097
L. America & Carib.,2003,1,192,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,2,574,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,3,854,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,4,1177,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,5,1552,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,6,2041,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,7,2652,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,8,3640,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,9,5428,3374,4402.188,7990.104,181.6331
L. America & Carib.,2003,10,15627,3374,4402.188,7990.104,181.6331
L. America & Carib.,2008,1,346,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,2,879,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,3,1285,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,4,1708,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,5,2199,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,6,2818,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,7,3505,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,8,4747,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,9,6707,4269,5091.564,9583.866,191.5432
L. America & Carib.,2008,10,18498,4269,5091.564,9583.866,191.5432
L. America & Carib.,1996,1,3478,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,2,5544,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,3,6969,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,4,8345,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,5,9777,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,6,11445,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,7,13386,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,8,16214,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,9,21710,14330,7748.7,15826.28,0.265941
L. America & Carib.,1996,10,46432,14330,7748.7,15826.28,0.265941
Other Asia,2003,1,263,1143,1241.482,3128.845,0.624431
Other Asia,2003,2,350,1143,1241.482,3128.845,0.624431
Other Asia,2003,3,444,1143,1241.482,3128.845,0.624431
Other Asia,2003,4,549,1143,1241.482,3128.845,0.624431
Other Asia,2003,5,670,1143,1241.482,3128.845,0.624431
Other Asia,2003,6,815,1143,1241.482,3128.845,0.624431
Other Asia,2003,7,1004,1143,1241.482,3128.845,0.624431
Other Asia,2003,8,1278,1143,1241.482,3128.845,0.624431
Other Asia,2003,9,1766,1143,1241.482,3128.845,0.624431
Other Asia,2003,10,4294,1143,1241.482,3128.845,0.624431
Other Asia,2007,1,381,1362,1343.761,4198.605,0.701363
Other Asia,2007,2,523,1362,1343.761,4198.605,0.701363
Other Asia,2007,3,663,1362,1343.761,4198.605,0.701363
Other Asia,2007,4,806,1362,1343.761,4198.605,0.701363
Other Asia,2007,5,959,1362,1343.761,4198.605,0.701363
Other Asia,2007,6,1136,1362,1343.761,4198.605,0.701363
Other Asia,2007,7,1352,1362,1343.761,4198.605,0.701363
Other Asia,2007,8,1649,1362,1343.761,4198.605,0.701363
Other Asia,2007,9,2150,1362,1343.761,4198.605,0.701363
Other Asia,2007,10,3998,1362,1343.761,4198.605,0.701363
Sub-Saharan Africa,1993,1,196,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,2,284,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,3,386,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,4,504,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,5,647,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,6,831,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,7,1074,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,8,1442,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,9,2116,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1993,10,7845,1533,1932.32,7188.371,1.506037
Sub-Saharan Africa,1992,1,21,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,2,39,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,3,60,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,4,86,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,5,120,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,6,164,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,7,226,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,8,324,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,9,513,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,1992,10,1418,297,565.6217,725.9834,3.165869
Sub-Saharan Africa,2003,1,105,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,2,156,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,3,208,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,4,263,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,5,323,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,6,394,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,7,482,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,8,607,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,9,821,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2003,10,1656,501,530.1516,671.1033,3.890075
Sub-Saharan Africa,2008,1,75,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,2,132,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,3,183,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,4,239,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,5,303,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,6,381,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,7,482,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,8,628,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,9,890,615,547.9058,699.5005,4.237961
Sub-Saharan Africa,2008,10,2839,615,547.9058,699.5005,4.237961
Mature economies,1987,1,3832,14401,13931.71,26127.94,26.895
Mature economies,1987,2,6751,14401,13931.71,26127.94,26.895
Mature economies,1987,3,8503,14401,13931.71,26127.94,26.895
Mature economies,1987,4,9973,14401,13931.71,26127.94,26.895
Mature economies,1987,5,11417,14401,13931.71,26127.94,26.895
Mature economies,1987,6,13101,14401,13931.71,26127.94,26.895
Mature economies,1987,7,15207,14401,13931.71,26127.94,26.895
Mature economies,1987,8,18087,14401,13931.71,26127.94,26.895
Mature economies,1987,9,22462,14401,13931.71,26127.94,26.895
Mature economies,1987,10,34682,14401,13931.71,26127.94,26.895
Mature economies,1994,1,4059,14694,14533.48,27243.91,28.83341
Mature economies,1994,2,6910,14694,14533.48,27243.91,28.83341
Mature economies,1994,3,8708,14694,14533.48,27243.91,28.83341
Mature economies,1994,4,10271,14694,14533.48,27243.91,28.83341
Mature economies,1994,5,11774,14694,14533.48,27243.91,28.83341
Mature economies,1994,6,13513,14694,14533.48,27243.91,28.83341
Mature economies,1994,7,15483,14694,14533.48,27243.91,28.83341
Mature economies,1994,8,18402,14694,14533.48,27243.91,28.83341
Mature economies,1994,9,22836,14694,14533.48,27243.91,28.83341
Mature economies,1994,10,34982,14694,14533.48,27243.91,28.83341
Mature economies,2000,1,4047,15393,16750.73,32446.79,30.2479
Mature economies,2000,2,7046,15393,16750.73,32446.79,30.2479
Mature economies,2000,3,8962,15393,16750.73,32446.79,30.2479
